amc,folio,pan,scheme,advisor,rta,amfi,date,description,amount,units,nav,balance,type,dividend
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Apr-2018,Purchase - SIP,5000.0,153.847,32.4998,11690.465,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-May-2018,Purchase - SIP,5000.0,151.105,33.0896,11841.57,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-May-2018,STAMP DUTY,2.5,0.0,,11841.57,STAMP_DUTY,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,24-Jun-2018,Purchase - SIP,5000.0,149.794,33.3792,11991.364,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,24-Jul-2018,Purchase - SIP,5000.0,151.134,33.0832,12142.498,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-Aug-2018,Purchase - SIP,5000.0,151.935,32.9088,12294.433,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,22-Sep-2018,Purchase - SIP,5000.0,149.772,33.3841,12444.205,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,22-Oct-2018,Purchase - SIP,5000.0,149.263,33.4978,12593.468,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,22-Oct-2018,STT TAX,2.5,0.0,,12593.468,STT_TAX,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Nov-2018,Purchase - SIP,5000.0,145.443,34.3776,12738.911,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Nov-2018,Dividend Paid,6369.46,0.0,,12738.911,DIVIDEND_PAYOUT,6369.46
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Dec-2018,Purchase - SIP,5000.0,143.055,34.9516,12881.966,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Dec-2018,Dividend Paid,6440.98,0.0,,12881.966,DIVIDEND_PAYOUT,6440.98
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Jan-2019,Purchase - SIP,5000.0,139.786,35.7689,13021.752,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Jan-2019,Dividend Paid,6510.88,0.0,,13021.752,DIVIDEND_PAYOUT,6510.88
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Jan-2019,Redemption,-93154.85,-2604.35,35.7689,10417.402,REDEMPTION,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Feb-2019,Purchase - SIP,5000.0,141.96,35.2212,10559.362,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Mar-2019,Purchase - SIP,5000.0,144.278,34.6552,10703.641,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Apr-2019,Purchase - SIP,5000.0,146.7,34.0832,10850.34,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-May-2019,Purchase - SIP,5000.0,147.036,34.0053,10997.376,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Jun-2019,Purchase - SIP,5000.0,148.42,33.6881,11145.797,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Jun-2019,STT TAX,2.5,0.0,,11145.797,STT_TAX,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Jul-2019,Purchase - SIP,5000.0,150.72,33.1741,11296.517,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Aug-2019,Purchase - SIP,5000.0,150.329,33.2604,11446.846,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Aug-2019,STT TAX,2.5,0.0,,11446.846,STT_TAX,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Sep-2019,Purchase - SIP,5000.0,147.205,33.9661,11594.051,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Oct-2019,Purchase - SIP,5000.0,150.104,33.3102,11744.156,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,16-Nov-2019,Purchase - SIP,5000.0,151.344,33.0372,11895.5,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,16-Dec-2019,Purchase - SIP,5000.0,149.2,33.512,12044.7,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,15-Jan-2020,Purchase - SIP,5000.0,151.671,32.9661,12196.371,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,15-Jan-2020,Dividend Paid,6098.19,0.0,,12196.371,DIVIDEND_PAYOUT,6098.19
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,14-Feb-2020,Purchase - SIP,5000.0,148.657,33.6344,12345.029,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,14-Feb-2020,STT TAX,2.5,0.0,,12345.029,STT_TAX,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,15-Mar-2020,Purchase - SIP,5000.0,150.805,33.1554,12495.834,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,15-Mar-2020,Redemption,-82860.83,-2499.167,33.1554,9996.667,REDEMPTION,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,14-Apr-2020,Purchase - SIP,5000.0,152.184,32.8549,10148.852,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,14-May-2020,Purchase - SIP,5000.0,151.67,32.9663,10300.522,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,13-Jun-2020,Purchase - SIP,5000.0,149.88,33.3601,10450.401,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,13-Jul-2020,Purchase - SIP,5000.0,147.213,33.9644,10597.614,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,12-Aug-2020,Purchase - SIP,5000.0,145.414,34.3846,10743.028,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,11-Sep-2020,Purchase - SIP,5000.0,143.725,34.7887,10886.753,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,11-Oct-2020,Purchase - SIP,5000.0,143.098,34.9412,11029.851,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,11-Oct-2020,STAMP DUTY,2.5,0.0,,11029.851,STAMP_DUTY,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,10-Nov-2020,Purchase - SIP,5000.0,139.325,35.8874,11169.175,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,10-Dec-2020,Purchase - SIP,5000.0,137.766,36.2934,11306.941,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,10-Dec-2020,STAMP DUTY,2.5,0.0,,11306.941,STAMP_DUTY,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,09-Jan-2021,Purchase - SIP,5000.0,136.258,36.6952,11443.199,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,08-Feb-2021,Purchase - SIP,5000.0,133.687,37.4009,11576.885,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,10-Mar-2021,Purchase - SIP,5000.0,132.172,37.8295,11709.057,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,09-Apr-2021,Purchase - SIP,5000.0,131.123,38.1322,11840.18,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,09-May-2021,Purchase - SIP,5000.0,129.519,38.6043,11969.699,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,08-Jun-2021,Purchase - SIP,5000.0,131.488,38.0264,12101.187,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,08-Jul-2021,Purchase - SIP,5000.0,133.043,37.5818,12234.23,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,08-Jul-2021,STAMP DUTY,2.5,0.0,,12234.23,STAMP_DUTY,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,07-Aug-2021,Purchase - SIP,5000.0,132.995,37.5955,12367.225,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,06-Sep-2021,Purchase - SIP,5000.0,135.423,36.9213,12502.648,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,06-Oct-2021,Purchase - SIP,5000.0,136.766,36.5588,12639.414,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,05-Nov-2021,Purchase - SIP,5000.0,136.256,36.6957,12775.67,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,05-Dec-2021,Purchase - SIP,5000.0,138.763,36.0328,12914.432,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,04-Jan-2022,Purchase - SIP,5000.0,135.003,37.0361,13049.436,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,03-Feb-2022,Purchase - SIP,5000.0,135.13,37.0015,13184.565,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,05-Mar-2022,Purchase - SIP,5000.0,132.356,37.7768,13316.922,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,04-Apr-2022,Purchase - SIP,5000.0,128.775,38.8275,13445.696,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,04-Apr-2022,STT TAX,2.5,0.0,,13445.696,STT_TAX,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,04-Apr-2022,Dividend Paid,6722.85,0.0,,13445.696,DIVIDEND_PAYOUT,6722.85
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,04-May-2022,Purchase - SIP,5000.0,127.746,39.1401,13573.443,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,03-Jun-2022,Purchase - SIP,5000.0,125.21,39.9328,13698.653,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,03-Jun-2022,STAMP DUTY,2.5,0.0,,13698.653,STAMP_DUTY,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,03-Jul-2022,Purchase - SIP,5000.0,122.939,40.6704,13821.592,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,02-Aug-2022,Purchase - SIP,5000.0,120.726,41.4162,13942.318,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,01-Sep-2022,Purchase - SIP,5000.0,122.062,40.9627,14064.38,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,01-Oct-2022,Purchase - SIP,5000.0,120.78,41.3977,14185.16,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,31-Oct-2022,Purchase - SIP,5000.0,117.599,42.5175,14302.758,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,31-Oct-2022,Dividend Paid,7151.38,0.0,,14302.758,DIVIDEND_PAYOUT,7151.38
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,30-Nov-2022,Purchase - SIP,5000.0,115.841,43.1624,14418.6,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,30-Dec-2022,Purchase - SIP,5000.0,113.871,43.9092,14532.471,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,29-Jan-2023,Purchase - SIP,5000.0,111.207,44.961,14643.679,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,28-Feb-2023,Purchase - SIP,5000.0,109.332,45.7325,14753.01,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,28-Feb-2023,STT TAX,2.5,0.0,,14753.01,STT_TAX,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,30-Mar-2023,Purchase - SIP,5000.0,109.306,45.743,14862.317,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,29-Apr-2023,Purchase - SIP,5000.0,106.533,46.9338,14968.85,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,29-Apr-2023,Dividend Paid,7484.42,0.0,,14968.85,DIVIDEND_PAYOUT,7484.42
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,29-May-2023,Purchase - SIP,5000.0,108.172,46.2226,15077.022,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,28-Jun-2023,Purchase - SIP,5000.0,106.451,46.9698,15183.473,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,28-Jul-2023,Purchase - SIP,5000.0,104.841,47.691,15288.315,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,27-Aug-2023,Purchase - SIP,5000.0,103.688,48.2214,15392.003,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,26-Sep-2023,Purchase - SIP,5000.0,105.313,47.4776,15497.316,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,26-Oct-2023,Purchase - SIP,5000.0,107.074,46.6968,15604.39,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Nov-2023,Purchase - SIP,5000.0,103.967,48.092,15708.357,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Dec-2023,Purchase - SIP,5000.0,101.375,49.3218,15809.732,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Dec-2023,STT TAX,2.5,0.0,,15809.732,STT_TAX,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,24-Jan-2024,Purchase - SIP,5000.0,98.901,50.5557,15908.633,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-Feb-2024,Purchase - SIP,5000.0,99.622,50.1896,16008.255,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,24-Mar-2024,Purchase - SIP,5000.0,99.564,50.2191,16107.819,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-Apr-2024,Purchase - SIP,5000.0,100.496,49.7533,16208.315,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-May-2024,Purchase - SIP,5000.0,100.879,49.5642,16309.194,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-May-2024,STAMP DUTY,2.5,0.0,,16309.194,STAMP_DUTY,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,22-Jun-2024,Purchase - SIP,5000.0,100.345,49.828,16409.539,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,22-Jul-2024,Purchase - SIP,5000.0,98.411,50.8073,16507.95,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Aug-2024,Purchase - SIP,5000.0,100.306,49.8475,16608.256,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Aug-2024,STT TAX,2.5,0.0,,16608.256,STT_TAX,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Sep-2024,Purchase - SIP,5000.0,97.585,51.2372,16705.842,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Oct-2024,Purchase - SIP,5000.0,97.758,51.1469,16803.599,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Nov-2024,Purchase - SIP,5000.0,96.733,51.6889,16900.332,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Dec-2024,Purchase - SIP,5000.0,94.878,52.6991,16995.21,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Dec-2024,STT TAX,2.5,0.0,,16995.21,STT_TAX,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Jan-2025,Purchase - SIP,5000.0,96.695,51.7088,17091.906,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Feb-2025,Purchase - SIP,5000.0,98.044,50.9975,17189.949,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Feb-2025,Dividend Paid,8594.97,0.0,,17189.949,DIVIDEND_PAYOUT,8594.97
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Mar-2025,Purchase - SIP,5000.0,98.979,50.5158,17288.928,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Mar-2025,STT TAX,2.5,0.0,,17288.928,STT_TAX,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Apr-2025,Purchase - SIP,5000.0,98.266,50.8822,17387.195,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-May-2025,Purchase - SIP,5000.0,99.234,50.3861,17486.428,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Jun-2025,Purchase - SIP,5000.0,97.578,51.241,17584.007,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Jul-2025,Purchase - SIP,5000.0,97.008,51.5421,17681.015,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,16-Aug-2025,Purchase - SIP,5000.0,97.452,51.3074,17778.467,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,16-Aug-2025,Dividend Paid,8889.23,0.0,,17778.467,DIVIDEND_PAYOUT,8889.23
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,15-Sep-2025,Purchase - SIP,5000.0,99.144,50.4316,17877.611,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,15-Oct-2025,Purchase - SIP,5000.0,99.118,50.4451,17976.728,PURCHASE_SIP,
HDFC Mutual Fund,CCCC9990,CCCCC3333C,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,15-Oct-2025,STT TAX,2.5,0.0,,17976.728,STT_TAX,
